title,genres,rating,rating counts
Digging to China (1998),Drama,1.6,5
Boys (1996),Drama,1.6,10
Iron Eagle IV (1995),Action|War,1.6,58
Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,1.61,93
Battlefield Earth (2000),Action|Sci-Fi,1.61,342
Pokémon the Movie 2000 (2000),Animation|Children's,1.62,100
Steel (1997),Action,1.64,67
Aces: Iron Eagle III (1992),Action|War,1.64,125
Best of the Best 3: No Turning Back (1995),Action,1.65,17
Amityville: A New Generation (1993),Horror,1.65,23
Police Academy 6: City Under Siege (1989),Comedy,1.66,149
Bay of Blood (Reazione a catena) (1971),Horror,1.67,3
"Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999)",Comedy|Drama,1.67,3
Circus (2000),Comedy,1.67,3
Hatchet For the Honeymoon (Rosso Segno Della Follia) (1969),Horror,1.67,3
Possession (1981),Drama|Horror,1.67,3
Theodore Rex (1995),Comedy,1.67,3
Retro Puppetmaster (1999),Horror|Sci-Fi|Thriller,1.67,6
"Second Jungle Book: Mowgli & Baloo, The (1997)",Adventure|Children's,1.67,6
"Suburbans, The (1999)",Drama,1.67,6
Shanghai Surprise (1986),Adventure,1.67,33
Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller,1.67,97
"Gate II: Trespassers, The (1990)",Horror,1.68,19
Amityville: Dollhouse (1996),Horror,1.68,22
Prom Night IV: Deliver Us From Evil (1992),Horror,1.69,16
Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller,1.69,54
King Kong Lives (1986),Action|Adventure|Horror,1.69,58
Meatballs Part II (1984),Comedy,1.7,73
Baby Geniuses (1999),Comedy,1.7,164
Turn It Up (2000),Crime|Drama,1.71,7
Blood Beach (1981),Action|Horror,1.71,21
Amityville 1992: It's About Time (1992),Horror,1.72,32
Meatballs 4 (1992),Comedy,1.72,40
"Slumber Party Massacre III, The (1990)",Horror,1.73,15
Curse of the Puppet Master (1998),Horror|Sci-Fi|Thriller,1.73,26
Carnosaur (1993),Horror|Sci-Fi,1.73,77
House Party 3 (1994),Comedy,1.74,38
Free Willy 3: The Rescue (1997),Adventure|Children's|Drama,1.74,65
Horror Hotel (a.k.a. The City of the Dead) (1960),Horror,1.75,4
Universal Soldier: The Return (1999),Action|Sci-Fi,1.76,91
Howling II: Your Sister Is a Werewolf (1985),Horror,1.77,47
Exorcist II: The Heretic (1977),Horror,1.77,113
Police Academy 5: Assignment: Miami Beach (1988),Comedy,1.77,150
24-hour Woman (1998),Drama,1.78,9
Stop! Or My Mom Will Shoot (1992),Action|Comedy,1.78,179
Sorority House Massacre II (1990),Horror,1.79,28
Children of the Corn IV: The Gathering (1996),Horror,1.79,42
Children of the Corn II: The Final Sacrifice (1993),Horror,1.79,52
"Machine, The (1994)",Comedy|Horror,1.8,5
Last Resort (1994),Comedy,1.8,10
"Flintstones in Viva Rock Vegas, The (2000)",Children's|Comedy,1.8,128
B*A*P*S (1997),Comedy,1.81,26
Thomas and the Magic Railroad (2000),Children's,1.81,37
"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror,1.81,53
Castle Freak (1995),Horror,1.82,28
Mr. Wrong (1996),Comedy,1.82,60
Deadtime Stories (1987),Horror,1.83,12
"Return of the Texas Chainsaw Massacre, The (1994)",Horror,1.83,54
Poltergeist III (1988),Horror|Thriller,1.83,112
"Amityville Curse, The (1990)",Horror,1.84,25
Children of the Corn III (1994),Horror,1.84,45
Bats (1999),Horror|Thriller,1.84,67
Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,1.84,99
"Toxic Avenger, Part II, The (1989)",Comedy|Horror,1.85,62
Jaws 3-D (1983),Action|Horror,1.85,210
"Allnighter, The (1987)",Comedy|Romance,1.86,7
"Big Squeeze, The (1996)",Comedy|Drama,1.86,7
Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,1.86,58
Street Fighter (1994),Action,1.86,105
Iron Eagle II (1988),Action|War,1.86,148
Strangeland (1998),Thriller,1.87,15
Spice World (1997),Comedy|Musical,1.87,190
Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,1.87,350
Speed 2: Cruise Control (1997),Action|Romance|Thriller,1.87,367
Let's Talk About Sex (1998),Drama,1.88,8
Mr. Magoo (1997),Comedy,1.88,64
Home Alone 3 (1997),Children's|Comedy,1.88,154
"Ugly, The (1997)",Horror|Thriller,1.89,9
"Concorde: Airport '79, The (1979)",Drama,1.89,37
Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,1.89,332
Gumby: The Movie (1995),Animation|Children's,1.9,10
Child's Play 3 (1992),Horror,1.9,97
Rent-A-Cop (1988),Action|Comedy,1.91,35
Police Academy 4: Citizens on Patrol (1987),Comedy,1.91,174
Big Bully (1996),Comedy|Drama,1.92,12
"Crow: Salvation, The (2000)",Action|Horror,1.92,13
Problem Child (1990),Comedy,1.92,160
Teenage Mutant Ninja Turtles III (1993),Action|Children's|Fantasy,1.92,188
Bushwhacked (1995),Comedy,1.93,14
"Slumber Party Massacre, The (1982)",Horror,1.93,27
Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi,1.93,44
Beyond the Poseidon Adventure (1979),Adventure,1.94,34
"Next Karate Kid, The (1994)",Action|Children's,1.94,155
She-Devil (1989),Comedy,1.94,157
Robocop 3 (1993),Sci-Fi|Thriller,1.94,202
Chairman of the Board (1998),Comedy,1.96,24
"Slumber Party Massacre II, The (1987)",Horror,1.96,26
Grease 2 (1982),Comedy|Musical|Romance,1.96,303
Jerry Springer: Ringmaster (1998),Drama,1.97,59
House Party 2 (1991),Comedy,1.97,64
Pokémon: The First Movie (1998),Animation|Children's,1.98,136
Friday the 13th Part 3: 3D (1982),Horror,1.98,199
"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,1.99,99
"Bat Whispers, The (1930)",Crime|Drama|Mystery,2.0,1
Choices (1981),Drama,2.0,1
Detroit 9000 (1973),Action|Crime,2.0,1
Dream Man (1995),Thriller,2.0,1
Eden (1997),Drama,2.0,1
Happy Go Lovely (1951),Musical,2.0,1
Happy Weekend (1996),Comedy,2.0,1
Harlem (1993),Drama,2.0,1
"Hippie Revolution, The (1996)",Documentary,2.0,1
Juno and Paycock (1930),Drama,2.0,1
"Lay of the Land, The (1997)",Comedy|Drama,2.0,1
Legal Deceit (1997),Thriller,2.0,1
Live Virgin (1999),Comedy,2.0,1
Love Walked In (1998),Drama|Thriller,2.0,1
Ménage (Tenue de soirée) (1986),Comedy|Drama,2.0,1
Never Met Picasso (1996),Romance,2.0,1
Night Tide (1961),Drama,2.0,1
One Man's Hero (1999),Drama|War,2.0,1
"Proposition, The (1998)",Drama,2.0,1
Roula (1995),Drama,2.0,1
"Scorta, La (1993)",Thriller,2.0,1
Small Faces (1995),Drama,2.0,1
Somewhere in the City (1997),Drama,2.0,1
"Superweib, Das (1996)",Comedy,2.0,1
Tashunga (1995),Adventure|Western,2.0,1
Tinseltown (1998),Comedy,2.0,1
Trois (2000),Thriller,2.0,1
"Waiting Game, The (2000)",Comedy,2.0,1
With Byrd at the South Pole (1930),Documentary,2.0,1
Century (1993),Drama,2.0,2
"Crude Oasis, The (1995)",Romance,2.0,2
Intimate Relations (1996),Comedy,2.0,2
Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998),Comedy|Romance,2.0,2
Light Years (1988),Sci-Fi,2.0,2
Moonlight Murder (1936),Mystery,2.0,2
"Naked Man, The (1998)",Drama,2.0,2
"Promise, The (Versprechen, Das) (1994)",Romance,2.0,2
Talking About Sex (1994),Comedy|Drama,2.0,2
Tarantella (1995),Drama,2.0,2
Tough and Deadly (1995),Action|Drama|Thriller,2.0,2
"Truce, The (1996)",Drama|War,2.0,2
Brothers in Trouble (1995),Drama,2.0,3
Loser (1991),Comedy,2.0,3
"Love, etc. (1996)",Drama,2.0,3
Peanuts - Die Bank zahlt alles (1996),Comedy,2.0,3
American Strays (1996),Action,2.0,4
Jerry & Tom (1998),Drama,2.0,4
Penitentiary II (1982),Drama,2.0,4
Phat Beach (1996),Comedy,2.0,4
Cobra (1925),Drama,2.0,5
Frogs for Snakes (1998),Comedy|Film-Noir|Thriller,2.0,5
Power 98 (1995),Action|Mystery|Thriller,2.0,6
Shopping (1994),Action|Thriller,2.0,6
Kids of the Round Table (1995),Adventure|Children's|Fantasy,2.0,9
Woo (1998),Comedy|Romance,2.0,11
Cool as Ice (1991),Drama,2.0,12
"Alan Smithee Film: Burn Hollywood Burn, An (1997)",Comedy,2.0,17
"Hideous Sun Demon, The (1959)",Horror|Sci-Fi,2.0,22
"Stupids, The (1996)",Comedy,2.0,55
Nothing But Trouble (1991),Adventure|Comedy,2.0,83
"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,2.0,200
"Avengers, The (1998)",Action|Adventure,2.0,288
Deadly Friend (1986),Horror,2.02,42
Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,2.02,113
Supergirl (1984),Action|Adventure|Fantasy,2.02,182
"Omega Code, The (1999)",Action,2.03,72
Police Academy 3: Back in Training (1986),Comedy,2.03,196
Barb Wire (1996),Action|Sci-Fi,2.03,300
"Giant Gila Monster, The (1959)",Horror|Sci-Fi,2.04,27
Bloodsport 2 (1995),Action,2.04,47
Porky's Revenge (1985),Comedy,2.04,122
Porky's II: The Next Day (1983),Comedy,2.04,141
Surf Nazis Must Die (1987),Drama,2.05,20
Meet the Deedles (1998),Children's|Comedy,2.05,21
Sorority House Massacre (1986),Horror,2.05,22
Cops and Robbersons (1994),Comedy,2.05,64
Psycho III (1986),Horror|Thriller,2.05,98
Allan Quartermain and the Lost City of Gold (1987),Action|Adventure,2.05,137
Species II (1998),Horror|Sci-Fi,2.05,198
Showgirls (1995),Drama,2.05,217
Bad Moon (1996),Horror,2.06,18
"Jerky Boys, The (1994)",Comedy,2.06,66
Pet Sematary II (1992),Horror,2.06,116
Bio-Dome (1996),Comedy,2.06,143
Double Team (1997),Action,2.08,48
All Dogs Go to Heaven 2 (1996),Animation|Children's|Musical,2.08,75
Friday the 13th Part V: A New Beginning (1985),Horror,2.08,114
Warriors of Virtue (1997),Action|Adventure|Children's|Fantasy,2.09,44
Missing in Action 2: The Beginning (1985),Action|War,2.09,104
Gordy (1995),Comedy,2.1,10
Hello Mary Lou: Prom Night II (1987),Horror,2.1,51
Leatherface: Texas Chainsaw Massacre III (1990),Horror,2.1,62
Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,2.1,92
Fair Game (1995),Action,2.1,96
Halloween III: Season of the Witch (1983),Horror,2.1,105
Rocky V (1990),Action|Drama,2.1,274
Howard the Duck (1986),Adventure|Children's|Sci-Fi,2.1,434
Bootmen (2000),Comedy|Drama,2.11,9
Two Much (1996),Comedy|Romance,2.11,9
"Guardian, The (1990)",Horror|Thriller,2.11,38
Amityville II: The Possession (1982),Horror,2.11,56
Solo (1996),Action|Sci-Fi|Thriller,2.11,106
Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,2.11,113
Dudley Do-Right (1999),Children's|Comedy,2.11,121
Child's Play 2 (1990),Horror,2.11,133
Richie Rich (1994),Children's|Comedy,2.11,183
"Mod Squad, The (1999)",Action|Crime,2.11,214
Leave It to Beaver (1997),Comedy,2.12,43
Air Bud: Golden Receiver (1998),Children's|Comedy,2.12,69
Highlander III: The Sorcerer (1994),Action|Sci-Fi,2.12,203
"Karate Kid III, The (1989)",Action|Adventure|Drama,2.12,286
Autumn in New York (2000),Drama|Romance,2.13,117
Halloween 5: The Revenge of Michael Myers (1989),Horror,2.13,127
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children's|Fantasy,2.13,251
Eye of the Beholder (1999),Thriller,2.13,267
Date with an Angel (1987),Comedy|Fantasy,2.14,51
Destiny Turns on the Radio (1995),Comedy,2.15,13
Mad Dog Time (1996),Crime,2.15,13
Death Wish 4: The Crackdown (1987),Action|Drama,2.15,48
Repossessed (1990),Comedy,2.15,53
Graveyard Shift (1990),Horror|Thriller,2.15,79
Friday the 13th Part VII: The New Blood (1988),Horror,2.15,91
Supernova (2000),Adventure|Sci-Fi,2.15,161
Braddock: Missing in Action III (1988),Action|War,2.16,81
Wild Wild West (1999),Action|Sci-Fi|Western,2.16,902
Six of a Kind (1934),Comedy,2.17,6
"Ape, The (1940)",Horror|Sci-Fi,2.17,12
McHale's Navy (1997),Comedy|War,2.17,156
Inspector Gadget (1999),Action|Adventure|Children's|Comedy,2.17,373
"Boys, The (1997)",Drama,2.18,11
Molly (1999),Comedy|Drama,2.18,11
Nekromantik (1987),Comedy|Horror,2.18,11
Gone Fishin' (1997),Comedy,2.18,49
High School High (1996),Comedy,2.18,78
Urban Legends: Final Cut (2000),Horror,2.18,92
Friday the 13th Part VI: Jason Lives (1986),Horror,2.18,112
Mortal Kombat: Annihilation (1997),Action|Adventure,2.18,134
Friday the 13th: The Final Chapter (1984),Horror,2.18,169
Freddy's Dead: The Final Nightmare (1991),Horror,2.18,215
Striptease (1996),Comedy|Crime,2.18,298
Body Shots (1999),Drama,2.19,37
Star Kid (1997),Adventure|Children's|Fantasy|Sci-Fi,2.19,63
"Beverly Hillbillies, The (1993)",Comedy,2.19,156
Delta of Venus (1994),Drama,2.2,5
Play it to the Bone (1999),Comedy|Drama,2.2,70
I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,2.2,295
"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,2.2,324
Anaconda (1997),Action|Adventure|Thriller,2.2,399
Carpool (1996),Comedy|Crime,2.21,24
"In Crowd, The (2000)",Thriller,2.21,29
Land Before Time III: The Time of the Great Giving (1995),Animation|Children's,2.21,48
Mad Love (1995),Drama|Romance,2.21,48
Poison Ivy II (1995),Thriller,2.21,48
Dunston Checks In (1996),Children's|Comedy,2.21,76
Puppet Master II (1990),Horror|Sci-Fi|Thriller,2.21,82
Snow Day (2000),Comedy,2.21,122
Wishmaster (1997),Horror,2.21,128
"Crow: City of Angels, The (1996)",Action|Thriller,2.21,135
My Boyfriend's Back (1993),Comedy,2.22,37
Blank Check (1994),Children's|Comedy,2.22,96
Major League: Back to the Minors (1998),Comedy,2.22,142
Exit to Eden (1994),Comedy,2.22,147
Sliver (1993),Thriller,2.22,169
"Velocity of Gary, The (1998)",Comedy|Romance,2.23,22
Hellraiser III: Hell on Earth (1992),Horror,2.23,87
Candyman: Farewell to the Flesh (1995),Horror,2.23,93
"Rage: Carrie 2, The (1999)",Horror,2.23,105
In the Army Now (1994),Comedy|War,2.23,151
Wing Commander (1999),Action|Sci-Fi,2.23,175
Jack Frost (1998),Comedy|Drama,2.23,205
"Adventures of Elmo in Grouchland, The (1999)",Children's|Comedy,2.24,33
Body Parts (1991),Horror,2.24,55
Vampire in Brooklyn (1995),Comedy|Romance,2.24,89
Alligator (1980),Action|Horror|Sci-Fi,2.24,153
"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror,2.24,242
Congo (1995),Action|Adventure|Mystery|Sci-Fi,2.24,565
Black Sunday (La Maschera Del Demonio) (1960),Horror,2.25,4
Simon Sez (1999),Drama,2.25,4
"Killer Shrews, The (1959)",Horror|Sci-Fi,2.25,16
Class Reunion (1982),Comedy,2.25,20
House II: The Second Story (1987),Comedy|Horror,2.25,103
Action Jackson (1988),Action|Comedy,2.25,185
"Thin Line Between Love and Hate, A (1996)",Comedy,2.26,19
Hell Night (1981),Horror,2.26,34
Death Wish V: The Face of Death (1994),Action|Drama,2.26,38
Getting Even with Dad (1994),Comedy,2.26,38
My Giant (1998),Comedy,2.26,69
Death Wish 3 (1985),Action|Drama,2.26,72
Get Carter (2000),Action|Drama|Thriller,2.26,100
"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi,2.26,381
Batman & Robin (1997),Action|Adventure|Crime,2.26,606
Gloria (1999),Drama|Thriller,2.27,44
Chasers (1994),Comedy,2.27,45
Two if by Sea (1996),Comedy|Romance,2.27,79
Maximum Overdrive (1986),Horror,2.27,147
Who's That Girl? (1987),Comedy,2.28,96
Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,2.28,213
Firewalker (1986),Adventure,2.29,42
Turbulence (1997),Thriller,2.29,51
Class of Nuke 'Em High (1986),Comedy|Horror,2.29,58
Joe's Apartment (1996),Comedy|Musical,2.29,131
Nightmares (1983),Horror,2.3,10
Beautiful (2000),Comedy|Drama,2.3,40
Fright Night Part II (1989),Horror,2.3,63
Even Cowgirls Get the Blues (1993),Comedy|Romance,2.3,81
Hanging Up (2000),Comedy|Drama,2.3,176
My Tutor (1983),Drama,2.31,35
Band of the Hand (1986),Action,2.31,39
"Quest, The (1996)",Action|Adventure,2.31,42
Rollercoaster (1977),Drama|Thriller,2.31,42
Black Dog (1998),Action|Thriller,2.31,51
Jury Duty (1995),Comedy,2.31,81
"Fly II, The (1989)",Horror|Sci-Fi,2.31,284
"House on Haunted Hill, The (1999)",Horror,2.31,341
Judge Dredd (1995),Action|Adventure|Sci-Fi,2.31,564
Benji the Hunted (1987),Adventure|Children's,2.32,31
8 Heads in a Duffel Bag (1997),Comedy,2.32,145
"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",Horror,2.32,274
Godzilla (1998),Action|Sci-Fi,2.32,499
Criminal Lovers (Les Amants Criminels) (1999),Drama|Romance,2.33,3
Paris Was a Woman (1995),Documentary,2.33,3
Celtic Pride (1996),Comedy,2.33,51
Prom Night (1980),Horror,2.33,91
My Favorite Martian (1999),Comedy|Sci-Fi,2.33,123
"Next Best Thing, The (2000)",Comedy|Drama,2.33,160
Random Hearts (1999),Drama|Romance,2.33,250
"Blue Lagoon, The (1980)",Adventure|Drama|Romance,2.33,346
Mary Reilly (1996),Drama|Thriller,2.34,88
"Watcher, The (2000)",Crime|Thriller,2.34,94
Kull the Conqueror (1997),Action|Adventure,2.34,109
Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children's|Comedy,2.34,146
Rambo III (1988),Action|War,2.34,301
Superman III (1983),Action|Adventure|Sci-Fi,2.34,511
Meet Wally Sparks (1997),Comedy,2.35,46
Under the Rainbow (1981),Comedy,2.35,71
Airport '77 (1977),Drama,2.35,79
"Texas Chainsaw Massacre 2, The (1986)",Horror,2.35,116
Piranha (1978),Horror|Sci-Fi,2.35,161
Virus (1999),Horror|Sci-Fi,2.35,189
"Flintstones, The (1994)",Children's|Comedy,2.35,267
Don't Look in the Basement! (1973),Horror,2.36,11
"Pest, The (1997)",Comedy,2.36,64
Dracula: Dead and Loving It (1995),Comedy|Horror,2.36,160
Halloween: The Curse of Michael Myers (1995),Horror|Thriller,2.36,183
Fatal Beauty (1987),Action|Crime,2.37,67
Bonfire of the Vanities (1990),Comedy,2.37,118
Meteor (1979),Sci-Fi,2.37,131
D3: The Mighty Ducks (1996),Children's|Comedy,2.37,142
Bride of Chucky (1998),Horror|Thriller,2.37,147
Boxing Helena (1993),Mystery|Romance|Thriller,2.37,166
Drop Dead Fred (1991),Comedy|Fantasy,2.37,317
Welcome to Woop-Woop (1997),Comedy,2.38,13
Man of the House (1995),Comedy,2.38,24
Parasite (1982),Horror|Sci-Fi,2.38,24
Isn't She Great? (2000),Comedy,2.38,37
And God Created Woman (1988),Comedy|Drama|Romance,2.38,40
"Crew, The (2000)",Comedy,2.38,40
Stay Tuned (1992),Comedy,2.38,71
"Night at the Roxbury, A (1998)",Comedy,2.38,144
Cabin Boy (1994),Comedy,2.38,187
"Haunting, The (1999)",Horror|Thriller,2.38,476
Robocop 2 (1990),Action|Crime|Sci-Fi,2.38,493
Sleepwalkers (1992),Horror,2.39,113
Police Academy 2: Their First Assignment (1985),Comedy,2.39,225
Home Alone 2: Lost in New York (1992),Children's|Comedy,2.39,341
In God's Hands (1998),Action|Drama,2.4,5
Kicked in the Head (1997),Comedy|Drama,2.4,5
"Love Bewitched, A (El Amor Brujo) (1986)",Musical,2.4,5
"Search for One-eye Jimmy, The (1996)",Comedy,2.4,5
Stag (1997),Action|Thriller,2.4,5
Poetic Justice (1993),Drama,2.4,42
Krippendorf's Tribe (1998),Comedy,2.4,108
"Pallbearer, The (1996)",Comedy,2.41,79
Halloween 4: The Return of Michael Myers (1988),Horror,2.41,129
Highlander: Endgame (2000),Action|Adventure|Fantasy,2.41,135
"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children's|Fantasy,2.41,177
Soul Man (1986),Comedy,2.41,193
"Fear, The (1995)",Horror,2.42,12
"Tie That Binds, The (1995)",Thriller,2.42,12
Calendar Girl (1993),Drama,2.42,24
Tarzan and the Lost City (1998),Action|Adventure,2.42,38
Doug's 1st Movie (1999),Animation|Children's,2.42,40
Haunted Honeymoon (1986),Comedy,2.42,72
"Kid in King Arthur's Court, A (1995)",Adventure|Children's|Comedy|Fantasy|Romance,2.42,144
Psycho II (1983),Horror|Thriller,2.42,164
Poltergeist II: The Other Side (1986),Horror|Thriller,2.42,182
Freejack (1992),Action|Sci-Fi,2.42,304
"Blood, Guts, Bullets and Octane (1998)",Action|Comedy,2.43,7
Little Boy Blue (1997),Drama,2.43,7
Pot O' Gold (1941),Comedy|Musical,2.43,7
Ripe (1996),Drama,2.43,7
"Baby-Sitters Club, The (1995)",Children's,2.43,42
Phantoms (1998),Horror,2.43,77
Bad Girls (1994),Western,2.43,89
"Beautician and the Beast, The (1997)",Comedy|Romance,2.43,148
Friday the 13th Part 2 (1981),Horror,2.43,171
Blues Brothers 2000 (1998),Action|Comedy|Musical,2.43,230
Diamonds (1999),Mystery,2.44,9
Knock Off (1998),Action,2.44,27
Vibes (1988),Adventure|Comedy,2.44,50
Stuart Saves His Family (1995),Comedy,2.44,112
Saturn 3 (1979),Adventure|Sci-Fi|Thriller,2.44,133
"Return of Jafar, The (1993)",Animation|Children's|Musical,2.44,163
Big Momma's House (2000),Comedy,2.44,180
"Astronaut's Wife, The (1999)",Sci-Fi|Thriller,2.44,328
"Smile Like Yours, A (1997)",Comedy|Romance,2.45,20
Solar Crisis (1993),Sci-Fi|Thriller,2.45,20
National Lampoon's Senior Trip (1995),Comedy,2.45,49
Burglar (1987),Comedy,2.45,88
Mafia! (1998),Comedy|Crime,2.45,129
Superstar (1999),Comedy,2.45,213
Children of the Corn (1984),Horror|Thriller,2.45,233
"Mummy's Ghost, The (1944)",Horror,2.46,13
"Steal Big, Steal Little (1995)",Comedy,2.46,13
Jimmy Hollywood (1994),Comedy,2.46,24
White Man's Burden (1995),Drama,2.46,52
"Doom Generation, The (1995)",Comedy|Drama,2.46,61
Loser (2000),Comedy|Romance,2.46,138
Cutthroat Island (1995),Action|Adventure|Romance,2.46,146
"Road to Wellville, The (1994)",Comedy,2.46,149
Commandments (1997),Romance,2.47,15
"Sixth Man, The (1997)",Comedy,2.47,19
8 1/2 Women (1999),Comedy,2.47,49
"Scarlet Letter, The (1995)",Drama,2.47,75
Fathers' Day (1997),Comedy,2.47,88
Made in America (1993),Comedy,2.47,97
Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,2.47,216
Simpatico (1999),Comedy|Drama,2.48,21
"Favor, The (1994)",Comedy|Romance,2.48,31
Rawhead Rex (1986),Horror|Thriller,2.48,31
Almost Heroes (1998),Adventure|Comedy,2.48,60
Here on Earth (2000),Drama|Romance,2.48,89
Armed and Dangerous (1986),Comedy|Crime,2.48,130
Another Stakeout (1993),Comedy|Thriller,2.48,179
Red Sonja (1985),Action|Adventure,2.48,189
Jingle All the Way (1996),Adventure|Children's|Comedy,2.48,222
"Bachelor, The (1999)",Comedy|Romance,2.48,252
Ace Ventura: When Nature Calls (1995),Comedy,2.48,389
I Dreamed of Africa (2000),Drama,2.49,68
North (1994),Comedy,2.49,69
Holy Man (1998),Comedy,2.49,90
Jade (1995),Thriller,2.49,91
Air Bud (1997),Children's|Comedy,2.49,112
1-900 (1994),Romance,2.5,2
Better Living (1998),Comedy,2.5,2
Born to Win (1971),Drama,2.5,2
"Brother's Kiss, A (1997)",Drama,2.5,2
Eaten Alive (1976),Horror,2.5,2
"Living Dead Girl, The (La Morte Vivante) (1982)",Horror,2.5,2
"Neon Bible, The (1995)",Drama,2.5,2
Snowriders (1996),Documentary,2.5,2
"Sunchaser, The (1996)",Drama,2.5,2
Sunset Park (1996),Drama,2.5,2
Talk of Angels (1998),Drama,2.5,2
Tokyo Fist (1995),Action|Drama,2.5,2
"War at Home, The (1996)",Drama,2.5,2
Little Men (1998),Drama,2.5,4
"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",Action|Drama,2.5,4
"Grandview, U.S.A. (1984)",Drama,2.5,6
Little City (1998),Comedy|Romance,2.5,8
"Savage Nights (Nuits fauves, Les) (1992)",Drama,2.5,8
Seventh Heaven (Le Septième ciel) (1997),Drama|Romance,2.5,8
